category,item,calories,fat_g,carb_g,fiber_g,protein_g,sugars_g,retailer
Iced Coffee,"Butter Pecan Swirl Iced Coffee with Cream, Large",340,12,52,0,5,50,Dunkin Donuts
Iced Coffee,"Butter Pecan Swirl Iced Coffee with Cream, Medium",250,9,39,0,4,37,Dunkin Donuts
Iced Coffee,"Butter Pecan Swirl Iced Coffee with Cream, Small",170,6,26,0,3,25,Dunkin Donuts
Iced Coffee,"Caramel Swirl Iced Coffee with Cream, Large",340,12,53,0,5,53,Dunkin Donuts
Iced Coffee,"Caramel Swirl Iced Coffee with Cream, Medium",260,9,40,0,4,40,Dunkin Donuts
Iced Coffee,"Caramel Swirl Iced Coffee with Cream, Small",170,6,27,0,3,26,Dunkin Donuts
Iced Coffee,"Caramel Swirl Iced Coffee, Large",230,0,52,0,3,51,Dunkin Donuts
Iced Coffee,"Caramel Swirl Iced Coffee, Medium",170,0,39,0,3,38,Dunkin Donuts
Iced Coffee,"Caramel Swirl Iced Coffee, Small",110,0,26,0,2,26,Dunkin Donuts
Iced Coffee,"French Vanilla Swirl Iced Coffee with Cream, Large",340,12,53,0,5,50,Dunkin Donuts
Iced Coffee,"French Vanilla Swirl Iced Coffee with Cream, Medium",250,9,40,0,4,38,Dunkin Donuts
Iced Coffee,"French Vanilla Swirl Iced Coffee with Cream, Small",170,6,26,0,2,25,Dunkin Donuts
Iced Coffee,"French Vanilla Swirl Iced Coffee, Large",220,0,51,0,3,49,Dunkin Donuts
Iced Coffee,"French Vanilla Swirl Iced Coffee, Medium",170,0,38,0,2,37,Dunkin Donuts
Iced Coffee,"French Vanilla Swirl Iced Coffee, Small",110,0,26,0,2,24,Dunkin Donuts
Iced Coffee,"Hazelnut Swirl Iced Coffee with Cream, Large",340,12,53,0,5,50,Dunkin Donuts
Iced Coffee,"Hazelnut Swirl Iced Coffee with Cream, Medium",250,9,40,0,4,38,Dunkin Donuts
Iced Coffee,"Hazelnut Swirl Iced Coffee with Cream, Small",170,6,27,0,2,25,Dunkin Donuts
Iced Coffee,"Hazelnut Swirl Iced Coffee, Large",220,0,51,0,3,49,Dunkin Donuts
Iced Coffee,"Hazelnut Swirl Iced Coffee, Medium",170,0,38,0,2,37,Dunkin Donuts
Iced Coffee,"Hazelnut Swirl Iced Coffee, Small",110,0,26,0,2,24,Dunkin Donuts
Iced Coffee,"Iced Cafe Au Lait with Skim Milk, Large",90,0,12,0,9,12,Dunkin Donuts
Iced Coffee,"Iced Cafe Au Lait with Skim Milk, Medium",60,0,9,0,6,9,Dunkin Donuts
Iced Coffee,"Iced Cafe Au Lait with Skim Milk, Small",45,0,6,0,4,6,Dunkin Donuts
Iced Coffee,"Iced Cafe Au Lait with Whole Milk, Large",150,8,12,0,8,12,Dunkin Donuts
Iced Coffee,"Iced Cafe Au Lait with Whole Milk, Medium",110,6,9,0,6,9,Dunkin Donuts
Iced Coffee,"Iced Cafe Au Lait with Whole Milk, Small",80,4,6,0,4,6,Dunkin Donuts
Iced Coffee,"Iced Coffee with Almond Milk, Large",35,1,5,0,1,5,Dunkin Donuts
Iced Coffee,"Iced Coffee with Almond Milk, Medium",25,0.5,4,0,1,3,Dunkin Donuts
Iced Coffee,"Iced Coffee with Almond Milk, Small",15,0,2,0,0,2,Dunkin Donuts
Iced Coffee,"Iced Coffee with Cream and Sugar, Large",260,12,37,0,2,36,Dunkin Donuts
Iced Coffee,"Iced Coffee with Cream and Sugar, Medium",190,9,27,0,2,27,Dunkin Donuts
Iced Coffee,"Iced Coffee with Cream and Sugar, Small",130,6,18,0,1,18,Dunkin Donuts
Iced Coffee,"Iced Coffee with Cream, Large",120,12,2,0,2,2,Dunkin Donuts
Iced Coffee,"Iced Coffee with Cream, Medium",90,9,1,0,2,1,Dunkin Donuts
Iced Coffee,"Iced Coffee with Cream, Small",60,6,1,0,1,1,Dunkin Donuts
Iced Coffee,"Iced Coffee with Skim Milk and Sugar, Large",160,0,38,0,3,38,Dunkin Donuts
Iced Coffee,"Iced Coffee with Skim Milk and Sugar, Medium",120,0,28,0,2,28,Dunkin Donuts
Iced Coffee,"Iced Coffee with Skim Milk and Sugar, Small",80,0,19,0,1,19,Dunkin Donuts
Iced Coffee,"Iced Coffee with Skim Milk, Large",25,0,3,0,3,3,Dunkin Donuts
Iced Coffee,"Iced Coffee with Skim Milk, Medium",20,0,2,0,2,2,Dunkin Donuts
Iced Coffee,"Iced Coffee with Skim Milk, Small",15,0,2,0,1,2,Dunkin Donuts
Iced Coffee,"Iced Coffee with Sugar, Large",140,0,35,0,1,35,Dunkin Donuts
Iced Coffee,"Iced Coffee with Sugar, Medium",110,0,26,0,0,26,Dunkin Donuts
Iced Coffee,"Iced Coffee with Sugar, Small",70,0,17,0,0,17,Dunkin Donuts
Iced Coffee,"Iced Coffee with Whole Milk and Sugar, Large",180,2,38,0,3,38,Dunkin Donuts
Iced Coffee,"Iced Coffee with Whole Milk and Sugar, Medium",130,1.5,28,0,2,28,Dunkin Donuts
Iced Coffee,"Iced Coffee with Whole Milk and Sugar, Small",90,1,19,0,1,19,Dunkin Donuts
Iced Coffee,"Iced Coffee with Whole Milk, Large",40,2,3,0,3,3,Dunkin Donuts
Iced Coffee,"Iced Coffee with Whole Milk, Medium",30,1.5,2,0,2,2,Dunkin Donuts
Iced Coffee,"Iced Coffee with Whole Milk, Small",20,1,1,0,1,1,Dunkin Donuts
Iced Coffee,"Iced Coffee, Large",5,0,0,0,1,0,Dunkin Donuts
Iced Coffee,"Iced Coffee, Medium",5,0,0,0,0,0,Dunkin Donuts
Iced Coffee,"Iced Coffee, Small",5,0,0,0,0,0,Dunkin Donuts
Iced Coffee,Mocha Swirl Iced Coffee Large,210,1,50,2,2,46,Dunkin Donuts
Iced Coffee,Mocha Swirl Iced Coffee Medium,160,0.5,38,2,2,34,Dunkin Donuts
Iced Coffee,Mocha Swirl Iced Coffee Small,110,0,25,1,1,23,Dunkin Donuts
Iced Coffee,"Mocha Swirl Iced Coffee with Cream, Large",330,12,52,2,4,47,Dunkin Donuts
Iced Coffee,"Mocha Swirl Iced Coffee with Cream, Medium",240,9,39,2,3,35,Dunkin Donuts
Iced Coffee,"Mocha Swirl Iced Coffee with Cream, Small",160,6,26,1,2,24,Dunkin Donuts
Iced Latte,"Butter Pecan Swirl Iced Latte with Skim Milk, Large",350,0.5,70,0,16,66,Dunkin Donuts
Iced Latte,"Butter Pecan Swirl Iced Latte with Skim Milk, Medium",260,0,52,0,12,50,Dunkin Donuts
Iced Latte,"Butter Pecan Swirl Iced Latte with Skim Milk, Small",170,0,35,0,8,33,Dunkin Donuts
Iced Latte,"Butter Pecan Swirl Iced Latte with Whole Milk, Large",450,12,69,0,15,66,Dunkin Donuts
Iced Latte,"Butter Pecan Swirl Iced Latte with Whole Milk, Medium",330,9,52,0,11,49,Dunkin Donuts
Iced Latte,"Butter Pecan Swirl Iced Latte with Whole Milk, Small",220,6,35,0,7,33,Dunkin Donuts
Iced Latte,"Caramel Craze Signature Iced Latte with Skim Milk, Large",430,6,79,0,16,75,Dunkin Donuts
Iced Latte,"Caramel Craze Signature Iced Latte with Skim Milk, Medium",340,5,61,0,12,57,Dunkin Donuts
Iced Latte,"Caramel Craze Signature Iced Latte with Skim Milk, Small",250,5,43,0,8,40,Dunkin Donuts
Iced Latte,"Caramel Craze Signature Iced Latte with Whole Milk, Large",530,17,79,0,15,74,Dunkin Donuts
Iced Latte,"Caramel Craze Signature Iced Latte with Whole Milk, Medium",410,14,61,0,11,57,Dunkin Donuts
Iced Latte,"Caramel Craze Signature Iced Latte with Whole Milk, Small",300,11,43,0,8,39,Dunkin Donuts
Iced Latte,"Caramel Swirl Iced Latte with Skim Milk, Large",350,0,71,0,15,69,Dunkin Donuts
Iced Latte,"Caramel Swirl Iced Latte with Skim Milk, Medium",260,0,53,0,11,52,Dunkin Donuts
Iced Latte,"Caramel Swirl Iced Latte with Skim Milk, Small",180,0,36,0,8,35,Dunkin Donuts
Iced Latte,"Caramel Swirl Iced Latte with Whole Milk, Large",450,12,70,0,14,69,Dunkin Donuts
Iced Latte,"Caramel Swirl Iced Latte with Whole Milk, Medium",340,9,53,0,11,52,Dunkin Donuts
Iced Latte,"Caramel Swirl Iced Latte with Whole Milk, Small",230,6,35,0,7,34,Dunkin Donuts
Iced Latte,"Cocoa Mocha Signature Iced Latte with Skim Milk, Large",420,6,78,2,15,69,Dunkin Donuts
Iced Latte,"Cocoa Mocha Signature Iced Latte with Skim Milk, Medium",330,6,60,2,11,52,Dunkin Donuts
Iced Latte,"Cocoa Mocha Signature Iced Latte with Skim Milk, Small",250,5,43,1,8,36,Dunkin Donuts
Iced Latte,"Cocoa Mocha Signature Iced Latte with Whole Milk, Large",520,18,77,2,14,68,Dunkin Donuts
Iced Latte,"Cocoa Mocha Signature Iced Latte with Whole Milk, Medium",400,14,60,2,10,52,Dunkin Donuts
Iced Latte,"Cocoa Mocha Signature Iced Latte with Whole Milk, Small",300,11,42,1,7,36,Dunkin Donuts
Iced Latte,"French Vanilla Swirl Iced Latte with Skim Milk, Large",350,0,71,0,15,67,Dunkin Donuts
Iced Latte,"French Vanilla Swirl Iced Latte with Skim Milk, Medium",260,0,53,0,11,50,Dunkin Donuts
Iced Latte,"French Vanilla Swirl Iced Latte with Skim Milk, Small",170,0,35,0,7,33,Dunkin Donuts
Iced Latte,"French Vanilla Swirl Iced Latte with Whole Milk, Large",450,12,70,0,14,66,Dunkin Donuts
Iced Latte,"French Vanilla Swirl Iced Latte with Whole Milk, Medium",330,9,52,0,11,50,Dunkin Donuts
Iced Latte,"French Vanilla Swirl Iced Latte with Whole Milk, Small",220,6,35,0,7,33,Dunkin Donuts
Iced Latte,"Hazelnut Swirl Iced Latte with Skim Milk, Large",350,0,71,0,15,67,Dunkin Donuts
Iced Latte,"Hazelnut Swirl Iced Latte with Skim Milk, Medium",260,0,53,0,11,50,Dunkin Donuts
Iced Latte,"Hazelnut Swirl Iced Latte with Skim Milk, Small",170,0,35,0,7,33,Dunkin Donuts
Iced Latte,"Hazelnut Swirl Iced Latte with Whole Milk, Large",450,12,70,0,14,66,Dunkin Donuts
Iced Latte,"Hazelnut Swirl Iced Latte with Whole Milk, Medium",340,9,53,0,11,50,Dunkin Donuts
Iced Latte,"Hazelnut Swirl Iced Latte with Whole Milk, Small",220,6,35,0,7,33,Dunkin Donuts
Iced Latte,"Iced Latte with Almond Milk, Large",130,3.5,23,1,2,20,Dunkin Donuts
Iced Latte,"Iced Latte with Almond Milk, Medium",100,3,17,1,1,15,Dunkin Donuts
Iced Latte,"Iced Latte with Almond Milk, Small",70,2,11,0,1,10,Dunkin Donuts
Iced Latte,"Iced Latte with Skim Milk and Sugar, Large",270,0,54,0,12,53,Dunkin Donuts
Iced Latte,"Iced Latte with Skim Milk and Sugar, Medium",200,0,41,0,9,40,Dunkin Donuts
Iced Latte,"Iced Latte with Skim Milk and Sugar, Small",130,0,27,0,6,26,Dunkin Donuts
Iced Latte,"Iced Latte with Skim Milk, Large",130,0,20,0,12,18,Dunkin Donuts
Iced Latte,"Iced Latte with Skim Milk, Medium",100,0,15,0,9,14,Dunkin Donuts
Iced Latte,"Iced Latte with Skim Milk, Small",70,0,10,0,6,9,Dunkin Donuts
Iced Latte,"Iced Latte with Whole Milk and Sugar, Large",370,12,54,0,12,52,Dunkin Donuts
Iced Latte,"Iced Latte with Whole Milk and Sugar, Medium",270,9,40,0,9,39,Dunkin Donuts
Iced Latte,"Iced Latte with Whole Milk and Sugar, Small",180,6,27,0,6,26,Dunkin Donuts
Iced Latte,"Iced Latte with Whole Milk, Large",230,12,19,0,12,18,Dunkin Donuts
Iced Latte,"Iced Latte with Whole Milk, Medium",170,9,14,0,9,13,Dunkin Donuts
Iced Latte,"Iced Latte with Whole Milk, Small",120,6,9,0,6,9,Dunkin Donuts
Iced Latte,"Matcha Iced Latte with Skim Milk, Large",240,0,45,2,14,43,Dunkin Donuts
Iced Latte,"Matcha Iced Latte with Skim Milk, Medium",180,0,34,1,11,32,Dunkin Donuts
Iced Latte,"Matcha Iced Latte with Skim Milk, Small",120,0,23,1,7,22,Dunkin Donuts
Iced Latte,"Matcha Iced Latte with Whole Milk, Large",340,12,44,2,13,43,Dunkin Donuts
Iced Latte,"Matcha Iced Latte with Whole Milk, Medium",250,9,33,1,10,32,Dunkin Donuts
Iced Latte,"Matcha Iced Latte with Whole Milk, Small",170,6,22,1,7,21,Dunkin Donuts
Iced Latte,"Mocha Swirl Iced Latte with Skim Milk, Large",340,1,70,2,14,64,Dunkin Donuts
Iced Latte,"Mocha Swirl Iced Latte with Skim Milk, Medium",250,1,52,2,10,48,Dunkin Donuts
Iced Latte,"Mocha Swirl Iced Latte with Skim Milk, Small",170,0.5,35,1,7,32,Dunkin Donuts
Iced Latte,"Mocha Swirl Iced Latte with Whole Milk, Large",440,13,69,2,13,63,Dunkin Donuts
Iced Latte,"Mocha Swirl Iced Latte with Whole Milk, Medium",330,10,52,2,10,47,Dunkin Donuts
Iced Latte,"Mocha Swirl Iced Latte with Whole Milk, Small",220,6,35,1,7,32,Dunkin Donuts
Iced Macchiato,"Butter Pecan Swirl Iced Macchiato with Skim Milk, Large",310,0,64,0,12,60,Dunkin Donuts
Iced Macchiato,"Butter Pecan Swirl Iced Macchiato with Skim Milk, Medium",230,0,48,0,9,45,Dunkin Donuts
Iced Macchiato,"Butter Pecan Swirl Iced Macchiato with Skim Milk, Small",160,0,33,0,6,30,Dunkin Donuts
Iced Macchiato,"Butter Pecan Swirl Iced Macchiato with Whole Milk, Large",380,8,64,0,11,60,Dunkin Donuts
Iced Macchiato,"Butter Pecan Swirl Iced Macchiato with Whole Milk, Medium",280,6,48,0,8,45,Dunkin Donuts
Iced Macchiato,"Butter Pecan Swirl Iced Macchiato with Whole Milk, Small",190,4,32,0,6,30,Dunkin Donuts
Iced Macchiato,"Caramel Swirl Iced Macchiato with Skim Milk, Large",310,0,66,0,11,63,Dunkin Donuts
Iced Macchiato,"Caramel Swirl Iced Macchiato with Skim Milk, Medium",240,0,49,0,8,47,Dunkin Donuts
Iced Macchiato,"Caramel Swirl Iced Macchiato with Skim Milk, Small",160,0,33,0,6,32,Dunkin Donuts
Iced Macchiato,"Caramel Swirl Iced Macchiato with Whole Milk, Large",380,8,65,0,11,63,Dunkin Donuts
Iced Macchiato,"Caramel Swirl Iced Macchiato with Whole Milk, Medium",290,6,49,0,8,47,Dunkin Donuts
Iced Macchiato,"Caramel Swirl Iced Macchiato with Whole Milk, Small",190,4,33,0,5,31,Dunkin Donuts
Iced Macchiato,"French Vanilla Swirl Iced Macchiato with Skim Milk, Large",310,0,65,0,11,61,Dunkin Donuts
Iced Macchiato,"French Vanilla Swirl Iced Macchiato with Skim Milk, Medium",230,0,49,0,8,46,Dunkin Donuts
Iced Macchiato,"French Vanilla Swirl Iced Macchiato with Skim Milk, Small",160,0,33,0,5,30,Dunkin Donuts
Iced Macchiato,"French Vanilla Swirl Iced Macchiato with Whole Milk, Large",380,8,65,0,10,60,Dunkin Donuts
Iced Macchiato,"French Vanilla Swirl Iced Macchiato with Whole Milk, Medium",280,6,49,0,8,45,Dunkin Donuts
Iced Macchiato,"French Vanilla Swirl Iced Macchiato with Whole Milk, Small",190,4,33,0,5,30,Dunkin Donuts
Iced Macchiato,"Hazelnut Swirl Iced Macchiato with Skim Milk, Large",310,0,65,0,11,61,Dunkin Donuts
Iced Macchiato,"Hazelnut Swirl Iced Macchiato with Skim Milk, Medium",230,0,49,0,8,46,Dunkin Donuts
Iced Macchiato,"Hazelnut Swirl Iced Macchiato with Skim Milk, Small",160,0,33,0,5,30,Dunkin Donuts
Iced Macchiato,"Hazelnut Swirl Iced Macchiato with Whole Milk, Large",380,8,65,0,10,60,Dunkin Donuts
Iced Macchiato,"Hazelnut Swirl Iced Macchiato with Whole Milk, Medium",280,6,49,0,8,45,Dunkin Donuts
Iced Macchiato,"Hazelnut Swirl Iced Macchiato with Whole Milk, Small",190,4,33,0,5,30,Dunkin Donuts
Iced Macchiato,"Iced Macchiato with Skim Milk and Sugar, Large",230,0,49,0,8,47,Dunkin Donuts
Iced Macchiato,"Iced Macchiato with Skim Milk and Sugar, Medium",170,0,37,0,6,35,Dunkin Donuts
Iced Macchiato,"Iced Macchiato with Skim Milk and Sugar, Small",120,0,25,0,4,23,Dunkin Donuts
Iced Macchiato,"Iced Macchiato with Skim Milk, Large",90,0,14,0,8,12,Dunkin Donuts
Iced Macchiato,"Iced Macchiato with Skim Milk, Medium",70,0,11,0,6,9,Dunkin Donuts
Iced Macchiato,"Iced Macchiato with Skim Milk, Small",50,0,7,0,4,6,Dunkin Donuts
Iced Macchiato,"Iced Macchiato with Whole Milk and Sugar, Large",290,8,49,0,8,46,Dunkin Donuts
Iced Macchiato,"Iced Macchiato with Whole Milk and Sugar, Medium",220,6,37,0,6,35,Dunkin Donuts
Iced Macchiato,"Iced Macchiato with Whole Milk and Sugar, Small",150,4,25,0,4,23,Dunkin Donuts
Iced Macchiato,"Iced Macchiato with Whole Milk, Large",160,8,14,0,8,12,Dunkin Donuts
Iced Macchiato,"Iced Macchiato with Whole Milk, Medium",120,6,10,0,6,9,Dunkin Donuts
Iced Macchiato,"Iced Macchiato with Whole Milk, Small",80,4,7,0,4,6,Dunkin Donuts
Iced Macchiato,"Mocha Swirl Iced Macchiato with Skim Milk, Large",300,1,65,2,10,58,Dunkin Donuts
Iced Macchiato,"Mocha Swirl Iced Macchiato with Skim Milk, Medium",230,1,49,2,7,43,Dunkin Donuts
Iced Macchiato,"Mocha Swirl Iced Macchiato with Skim Milk, Small",150,0.5,33,1,5,29,Dunkin Donuts
Iced Macchiato,"Mocha Swirl Iced Macchiato with Whole Milk, Large",370,9,64,2,9,57,Dunkin Donuts
Iced Macchiato,"Mocha Swirl Iced Macchiato with Whole Milk, Medium",280,7,48,2,7,43,Dunkin Donuts
Iced Macchiato,"Mocha Swirl Iced Macchiato with Whole Milk, Small",180,4.5,32,1,5,29,Dunkin Donuts
Iced Tea,"Iced Green Tea Sweetened, Large",140,0,33,0,1,22,Dunkin Donuts
Iced Tea,"Iced Green Tea Sweetened, Medium",100,0,25,0,1,25,Dunkin Donuts
Iced Tea,"Iced Green Tea Sweetened, Small",70,0,16,0,1,16,Dunkin Donuts
Iced Tea,"Iced Green Tea Unsweetened, Large",5,0,0,0,1,0,Dunkin Donuts
Iced Tea,"Iced Green Tea Unsweetened, Medium",5,0,0,0,1,0,Dunkin Donuts
Iced Tea,"Iced Green Tea Unsweetened, Small",5,0,0,0,1,0,Dunkin Donuts
Iced Tea,"Iced Tea Sweetened Blueberry Flavored Tea, Large",150,0,38,0,0,33,Dunkin Donuts
Iced Tea,"Iced Tea Sweetened Blueberry Flavored Tea, Medium",110,0,28,0,0,25,Dunkin Donuts
Iced Tea,"Iced Tea Sweetened Blueberry Flavored Tea, Small",80,0,19,0,0,17,Dunkin Donuts
Iced Tea,"Iced Tea Sweetened Raspberry Flavored, Large",150,0,38,0,0,33,Dunkin Donuts
Iced Tea,"Iced Tea Sweetened Raspberry Flavored, Medium",110,0,29,0,0,25,Dunkin Donuts
Iced Tea,"Iced Tea Sweetened Raspberry Flavored, Small",80,0,19,0,0,17,Dunkin Donuts
Iced Tea,"Iced Tea Sweetened, Large",140,0,35,0,0,33,Dunkin Donuts
Iced Tea,"Iced Tea Sweetened, Medium",100,0,26,0,0,25,Dunkin Donuts
Iced Tea,"Iced Tea Sweetened, Small",70,0,17,0,0,16,Dunkin Donuts
Iced Tea,"Iced Tea Unsweetened Blueberry Flavored Tea, Large",20,0,5,0,0,0,Dunkin Donuts
Iced Tea,"Iced Tea Unsweetened Blueberry Flavored Tea, Medium",15,0,3,0,0,0,Dunkin Donuts
Iced Tea,"Iced Tea Unsweetened Blueberry Flavored Tea, Small",10,0,2,0,0,0,Dunkin Donuts
Iced Tea,"Iced Tea Unsweetened Raspberry Flavored, Large",20,0,5,0,0,0,Dunkin Donuts
Iced Tea,"Iced Tea Unsweetened Raspberry Flavored, Medium",15,0,4,0,0,0,Dunkin Donuts
Iced Tea,"Iced Tea Unsweetened Raspberry Flavored, Small",10,0,3,0,0,0,Dunkin Donuts
Iced Tea,"Iced Tea Unsweetened, Large",5,0,2,0,0,0,Dunkin Donuts
Iced Tea,"Iced Tea Unsweetened, Medium",5,0,1,0,0,0,Dunkin Donuts
Iced Tea,"Iced Tea Unsweetened, Small",5,0,1,0,0,0,Dunkin Donuts
Iced Tea,"Sweet Tea Blueberry Flavored, Large",330,0,86,0,0,81,Dunkin Donuts
Iced Tea,"Sweet Tea Blueberry Flavored, Medium",250,0,64,0,0,60,Dunkin Donuts
Iced Tea,"Sweet Tea Blueberry Flavored, Small",170,0,43,0,0,40,Dunkin Donuts
Iced Tea,"Sweet Tea Raspberry Flavored, Large",330,0,86,0,0,81,Dunkin Donuts
Iced Tea,"Sweet Tea Raspberry Flavored, Medium",250,0,65,0,0,60,Dunkin Donuts
Iced Tea,"Sweet Tea Raspberry Flavored, Small",170,0,43,0,0,40,Dunkin Donuts
Iced Tea,"Sweet Tea, Large",310,0,79,0,0,78,Dunkin Donuts
Iced Tea,"Sweet Tea, Medium",230,0,60,0,0,58,Dunkin Donuts
Iced Tea,"Sweet Tea, Small",150,0,40,0,0,39,Dunkin Donuts
Shaken Iced Beverages,Iced Brewed Coffee (With Classic Syrup),60,0,4,0,0.2,15,Starbucks
Shaken Iced Beverages,Iced Brewed Coffee (With Classic Syrup),90,0.1,5,0,0.3,21,Starbucks
Shaken Iced Beverages,Iced Brewed Coffee (With Classic Syrup),130,0.1,5,0,0.4,31,Starbucks
Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),80,0.1,25,0,2,18,Starbucks
Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),80,1,20,0,2,17,Starbucks
Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),90,1,25,0,2,18,Starbucks
Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),110,0.1,30,0,2,24,Starbucks
Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),110,1,30,0,2,22,Starbucks
Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),120,1.5,35,0,2,24,Starbucks
Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),160,0.1,50,0,4,36,Starbucks
Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),170,1.5,45,0,3,33,Starbucks
Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),180,2,55,0,4,36,Starbucks
Shaken Iced Beverages,Shaken Iced Tazo Tea (With Classic Syrup),60,0,0,0,0,15,Starbucks
Shaken Iced Beverages,Shaken Iced Tazo Tea (With Classic Syrup),80,0,0,0,0,21,Starbucks
Shaken Iced Beverages,Shaken Iced Tazo Tea (With Classic Syrup),120,0,0,0,0,31,Starbucks
Shaken Iced Beverages,Shaken Iced Tazo Tea Lemonade (With Classic Syrup),100,0,0,0,0.1,24,Starbucks
Shaken Iced Beverages,Shaken Iced Tazo Tea Lemonade (With Classic Syrup),130,0,0,0,0.1,33,Starbucks
Shaken Iced Beverages,Shaken Iced Tazo Tea Lemonade (With Classic Syrup),190,0,0,0,0.1,49,Starbucks
Signature Espresso Drinks,Caramel Apple Spice (Without Whipped Cream),140,0,10,0,0,33,Starbucks
Signature Espresso Drinks,Caramel Apple Spice (Without Whipped Cream),210,0,15,0,0,49,Starbucks
Signature Espresso Drinks,Caramel Apple Spice (Without Whipped Cream),280,0,20,0,0,65,Starbucks
Signature Espresso Drinks,Caramel Apple Spice (Without Whipped Cream),360,0,25,0,0,83,Starbucks
Signature Espresso Drinks,Caramel Macchiato,100,1,70,0,6,15,Starbucks
Signature Espresso Drinks,Caramel Macchiato,100,3,60,1,4,11,Starbucks
Signature Espresso Drinks,Caramel Macchiato,120,4,80,0,5,15,Starbucks
Signature Espresso Drinks,Caramel Macchiato,140,1,105,0,8,24,Starbucks
Signature Espresso Drinks,Caramel Macchiato,150,4.5,90,1,7,17,Starbucks
Signature Espresso Drinks,Caramel Macchiato,180,5,115,0,8,23,Starbucks
Signature Espresso Drinks,Caramel Macchiato,190,1,130,0,11,32,Starbucks
Signature Espresso Drinks,Caramel Macchiato,200,5,115,1,9,24,Starbucks
Signature Espresso Drinks,Caramel Macchiato,240,1,170,0,13,41,Starbucks
Signature Espresso Drinks,Caramel Macchiato,240,7,150,0,10,32,Starbucks
Signature Espresso Drinks,Caramel Macchiato,250,7,140,1,11,31,Starbucks
Signature Espresso Drinks,Caramel Macchiato,300,8,180,0,13,40,Starbucks
Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),130,1.5,70,1,7,23,Starbucks
Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),130,3.5,60,2,6,18,Starbucks
Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),150,4.5,80,1,7,22,Starbucks
Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),190,2,110,1,11,32,Starbucks
Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),200,6,95,2,9,25,Starbucks
Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),230,7,120,1,10,32,Starbucks
Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),240,2.5,140,2,14,41,Starbucks
Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),250,7,125,3,12,32,Starbucks
Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),290,9,160,2,14,41,Starbucks
Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),320,3,180,2,18,55,Starbucks
Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),330,9,160,4,15,44,Starbucks
Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),380,11,200,2,17,54,Starbucks
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),180,3,120,0,7,29,Starbucks
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),180,5,110,1,6,25,Starbucks
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),200,6,125,0,7,29,Starbucks
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),270,4.5,190,0,12,45,Starbucks
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),280,8,170,1,10,39,Starbucks
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),310,9,200,0,11,44,Starbucks
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),350,6,240,0,15,58,Starbucks
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),370,10,220,1,13,51,Starbucks
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),400,11,250,0,15,58,Starbucks
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),450,7,310,0,19,74,Starbucks
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),460,13,290,1,16,64,Starbucks
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),510,15,330,0,19,74,Starbucks
Smoothies,Banana Chocolate Smoothie,280,2.5,150,7,20,34,Starbucks
Smoothies,Banana Chocolate Smoothie,290,4.5,150,7,19,31,Starbucks
Smoothies,Banana Chocolate Smoothie,300,5,160,7,20,34,Starbucks
Smoothies,Orange Mango Banana Smoothie,260,1,120,6,16,37,Starbucks
Smoothies,Orange Mango Banana Smoothie,270,1.5,120,6,15,36,Starbucks
Smoothies,Orange Mango Banana Smoothie,270,1.5,125,6,16,37,Starbucks
Smoothies,Strawberry Banana Smoothie,290,1,125,7,16,41,Starbucks
Smoothies,Strawberry Banana Smoothie,290,2,120,8,16,40,Starbucks
