category,item,calories,fat_g,saturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,carb_g,fiber_g,sugars_g,protein_g,weight_watcher_points,item_type,size,milk_type
Iced Cappuccino,"French Vanilla Swirl Iced Cappuccino with Skim Milk, Medium",230,0,0,0,NA,140,48,0,46,8,268,drink,medium,skim
Iced Cappuccino,"French Vanilla Swirl Iced Cappuccino with Skim Milk, Small",150,0,0,0,NA,95,32,0,30,5,175,drink,small,skim
Iced Cappuccino,"French Vanilla Swirl Iced Cappuccino with Whole Milk, Large",370,8,4.5,0,30,190,64,0,60,10,424.5,drink,large,whole
Iced Cappuccino,"French Vanilla Swirl Iced Cappuccino with Whole Milk, Medium",280,6,3.5,0,20,140,48,0,45,8,320.5,drink,medium,whole
Iced Cappuccino,"French Vanilla Swirl Iced Cappuccino with Whole Milk, Small",190,4,2.5,0,15,95,32,0,30,5,217.5,drink,small,whole
Iced Cappuccino,"Hazelnut Swirl Iced Cappuccino with Skim Milk, Large",310,0,0,0,10,190,65,0,61,11,360,drink,large,skim
Iced Cappuccino,"Hazelnut Swirl Iced Cappuccino with Skim Milk, Medium",230,0,0,0,NA,140,49,0,46,8,268,drink,medium,skim
Iced Cappuccino,"Hazelnut Swirl Iced Cappuccino with Skim Milk, Small",150,0,0,0,NA,95,32,0,30,5,175,drink,small,skim
Iced Cappuccino,"Hazelnut Swirl Iced Cappuccino with Whole Milk, Large",370,8,4.5,0,30,190,64,0,60,10,424.5,drink,large,whole
Iced Cappuccino,"Hazelnut Swirl Iced Cappuccino with Whole Milk, Medium",280,6,3.5,0,20,140,48,0,45,8,320.5,drink,medium,whole
Iced Cappuccino,"Hazelnut Swirl Iced Cappuccino with Whole Milk, Small",190,4,2.5,0,15,95,32,0,30,5,217.5,drink,small,whole
Iced Cappuccino,"Iced Cappuccino with Skim Milk, Large",90,0,0,0,NA,130,13,0,12,8,94,drink,large,skim
Iced Cappuccino,"Iced Cappuccino with Skim Milk, Medium",70,0,0,0,NA,95,10,0,9,6,73,drink,medium,skim
Iced Cappuccino,"Iced Cappuccino with Skim Milk, Small",45,0,0,0,0,65,7,0,6,4,47,drink,small,skim
Iced Cappuccino,"Iced Cappuccino with Skim Milk and Sugar, Large",230,0,0,0,NA,130,48,0,47,8,269,drink,large,skim
Iced Cappuccino,"Iced Cappuccino with Skim Milk and Sugar, Medium",170,0,0,0,NA,95,36,0,35,6,199,drink,medium,skim
Iced Cappuccino,"Iced Cappuccino with Skim Milk and Sugar, Small",110,0,0,0,0,65,24,0,23,4,129,drink,small,skim
Iced Cappuccino,"Iced Cappuccino with Whole Milk, Large",160,8,4.5,0,25,130,13,0,12,8,168.5,drink,large,whole
Iced Cappuccino,"Iced Cappuccino with Whole Milk, Medium",120,6,3.5,0,20,100,10,0,9,6,126.5,drink,medium,whole
Iced Cappuccino,"Iced Cappuccino with Whole Milk, Small",80,4,2.5,0,10,65,7,0,6,4,84.5,drink,small,whole
Iced Cappuccino,"Iced Cappuccino with Whole Milk and Sugar, Large",290,8,4.5,0,25,130,48,0,46,8,332.5,drink,large,whole
Iced Cappuccino,"Iced Cappuccino with Whole Milk and Sugar, Medium",220,6,3.5,0,20,100,36,0,35,6,252.5,drink,medium,whole
Iced Cappuccino,"Iced Cappuccino with Whole Milk and Sugar, Small",150,4,2.5,0,10,65,24,0,23,4,171.5,drink,small,whole
Iced Cappuccino,"Mocha Swirl Iced Cappuccino with Skim Milk, Large",300,1,0.5,0,NA,160,64,2,58,10,348.5,drink,large,skim
Iced Cappuccino,"Mocha Swirl Iced Cappuccino with Skim Milk, Medium",220,1,0.5,0,NA,115,48,2,43,7,256.5,drink,medium,skim
Iced Cappuccino,"Mocha Swirl Iced Cappuccino with Skim Milk, Small",150,0.5,0,0,0,80,32,1,29,5,174,drink,small,skim
Iced Cappuccino,"Mocha Swirl Iced Cappuccino with Whole Milk, Large",360,9,5,0,25,160,63,2,57,9,413,drink,large,whole
Iced Cappuccino,"Mocha Swirl Iced Cappuccino with Whole Milk, Medium",270,7,4,0,20,120,48,2,43,7,310,drink,medium,whole
Iced Cappuccino,"Mocha Swirl Iced Cappuccino with Whole Milk, Small",180,4.5,2.5,0,10,80,32,1,29,5,206.5,drink,small,whole
Iced Cappuccino,"Butter Pecan Swirl Iced Cappuccino with Skim Milk, Large",310,0,0,0,NA,390,64,0,60,11,359,drink,large,skim
Iced Cappuccino,"Butter Pecan Swirl Iced Cappuccino with Skim Milk, Medium",230,0,0,0,NA,290,48,0,45,9,266,drink,medium,skim
Iced Cappuccino,"Butter Pecan Swirl Iced Cappuccino with Skim Milk, Small",150,0,0,0,NA,190,32,0,30,6,174,drink,small,skim
Iced Cappuccino,"Butter Pecan Swirl Iced Cappuccino with Whole Milk, Large",370,8,4.5,0,25,390,63,0,60,11,423.5,drink,large,whole
Iced Cappuccino,"Butter Pecan Swirl Iced Cappuccino with Whole Milk, Medium",280,6,3.5,0,20,290,47,0,45,8,320.5,drink,medium,whole
Iced Cappuccino,"Butter Pecan Swirl Iced Cappuccino with Whole Milk, Small",190,4,2.5,0,15,190,32,0,30,5,217.5,drink,small,whole
Iced Coffee,"Caramel Swirl Iced Coffee, Large",230,0,0,0,NA,85,52,0,51,3,278,drink,large,not applicable
Iced Coffee,"Caramel Swirl Iced Coffee, Medium",170,0,0,0,NA,65,39,0,38,3,205,drink,medium,not applicable
Iced Coffee,"Caramel Swirl Iced Coffee, Small",110,0,0,0,0,45,26,0,26,2,134,drink,small,not applicable
Iced Coffee,"Caramel Swirl Iced Coffee with Cream, Large",340,12,6,0,40,130,53,0,53,5,394,drink,large,cream
Iced Coffee,"Caramel Swirl Iced Coffee with Cream, Medium",260,9,4.5,0,30,95,40,0,40,4,300.5,drink,medium,cream
Iced Coffee,"Caramel Swirl Iced Coffee with Cream, Small",170,6,3,0,20,65,27,0,26,3,196,drink,small,cream
Iced Coffee,"French Vanilla Swirl Iced Coffee, Large",220,0,0,0,NA,80,51,0,49,3,266,drink,large,not applicable
Iced Coffee,"French Vanilla Swirl Iced Coffee, Medium",170,0,0,0,NA,60,38,0,37,2,205,drink,medium,not applicable
Iced Coffee,"French Vanilla Swirl Iced Coffee, Small",110,0,0,0,0,40,26,0,24,2,132,drink,small,not applicable
Iced Coffee,"French Vanilla Swirl Iced Coffee with Cream, Large",340,12,6,0,40,120,53,0,50,5,391,drink,large,cream
Iced Coffee,"French Vanilla Swirl Iced Coffee with Cream, Medium",250,9,4.5,0,30,90,40,0,38,4,288.5,drink,medium,cream
Iced Coffee,"French Vanilla Swirl Iced Coffee with Cream, Small",170,6,3,0,20,60,26,0,25,2,196,drink,small,cream
Iced Coffee,"Hazelnut Swirl Iced Coffee, Large",220,0,0,0,NA,80,51,0,49,3,266,drink,large,not applicable
Iced Coffee,"Hazelnut Swirl Iced Coffee, Medium",170,0,0,0,NA,60,38,0,37,2,205,drink,medium,not applicable
Iced Coffee,"Hazelnut Swirl Iced Coffee, Small",110,0,0,0,0,40,26,0,24,2,132,drink,small,not applicable
Iced Coffee,"Hazelnut Swirl Iced Coffee with Cream, Large",340,12,6,0,40,120,53,0,50,5,391,drink,large,cream
Iced Coffee,"Hazelnut Swirl Iced Coffee with Cream, Medium",250,9,4.5,0,30,90,40,0,38,4,288.5,drink,medium,cream
Iced Coffee,"Hazelnut Swirl Iced Coffee with Cream, Small",170,6,3,0,20,60,27,0,25,2,196,drink,small,cream
Iced Coffee,"Iced Cafe Au Lait with Skim Milk, Large",90,0,0,0,NA,120,12,0,12,9,93,drink,large,skim
Iced Coffee,"Iced Cafe Au Lait with Skim Milk, Medium",60,0,0,0,NA,90,9,0,9,6,63,drink,medium,skim
Iced Coffee,"Iced Cafe Au Lait with Skim Milk, Small",45,0,0,0,0,60,6,0,6,4,47,drink,small,skim
Iced Coffee,"Iced Cafe Au Lait with Whole Milk, Large",150,8,4.5,0,25,120,12,0,12,8,158.5,drink,large,whole
Iced Coffee,"Iced Cafe Au Lait with Whole Milk, Medium",110,6,3.5,0,20,90,9,0,9,6,116.5,drink,medium,whole
Iced Coffee,"Iced Cafe Au Lait with Whole Milk, Small",80,4,2.5,0,10,60,6,0,6,4,84.5,drink,small,whole
Iced Coffee,"Iced Coffee, Large",5,0,0,0,0,20,0,0,0,1,4,drink,large,not applicable
Iced Coffee,"Iced Coffee, Medium",5,0,0,0,0,15,0,0,0,0,5,drink,medium,not applicable
Iced Coffee,"Iced Coffee, Small",5,0,0,0,0,10,0,0,0,0,5,drink,small,not applicable
Iced Coffee,"Iced Coffee with Almond Milk, Large",35,1,0,0,0,75,5,0,5,1,39,drink,large,not applicable
Iced Coffee,"Iced Coffee with Almond Milk, Medium",25,0.5,0,0,0,50,4,0,3,1,27,drink,medium,not applicable
Iced Coffee,"Iced Coffee with Almond Milk, Small",15,0,0,0,0,30,2,0,2,0,17,drink,small,not applicable
Iced Coffee,"Iced Coffee with Cream, Large",120,12,6,0,35,65,2,0,2,2,126,drink,large,cream
Iced Coffee,"Iced Coffee with Cream, Medium",90,9,4.5,0,25,45,1,0,1,2,93.5,drink,medium,cream
Iced Coffee,"Iced Coffee with Cream, Small",60,6,3,0,20,30,1,0,1,1,63,drink,small,cream
Iced Coffee,"Iced Coffee with Cream and Sugar, Large",260,12,6,0,35,65,37,0,36,2,300,drink,large,cream
Iced Coffee,"Iced Coffee with Cream and Sugar, Medium",190,9,4.5,0,25,45,27,0,27,2,219.5,drink,medium,cream
Iced Coffee,"Iced Coffee with Cream and Sugar, Small",130,6,3,0,20,30,18,0,18,1,150,drink,small,cream
Iced Coffee,"Iced Coffee with Skim Milk, Large",25,0,0,0,0,45,3,0,3,3,25,drink,large,skim
Iced Coffee,"Iced Coffee with Skim Milk, Medium",20,0,0,0,0,35,2,0,2,2,20,drink,medium,skim
Iced Coffee,"Iced Coffee with Skim Milk, Small",15,0,0,0,0,25,2,0,2,1,16,drink,small,skim
Iced Coffee,"Iced Coffee with Skim Milk and Sugar, Large",160,0,0,0,0,45,38,0,38,3,195,drink,large,skim
Iced Coffee,"Iced Coffee with Skim Milk and Sugar, Medium",120,0,0,0,0,35,28,0,28,2,146,drink,medium,skim
Iced Coffee,"Iced Coffee with Skim Milk and Sugar, Small",80,0,0,0,0,25,19,0,19,1,98,drink,small,skim
Iced Coffee,"Iced Coffee with Sugar, Large",140,0,0,0,0,20,35,0,35,1,174,drink,large,not applicable
Iced Coffee,"Iced Coffee with Sugar, Medium",110,0,0,0,0,15,26,0,26,0,136,drink,medium,not applicable
Iced Coffee,"Iced Coffee with Sugar, Small",70,0,0,0,0,10,17,0,17,0,87,drink,small,not applicable
Iced Coffee,"Iced Coffee with Whole Milk, Large",40,2,1,0,NA,45,3,0,3,3,41,drink,large,whole
Iced Coffee,"Iced Coffee with Whole Milk, Medium",30,1.5,1,0,NA,35,2,0,2,2,31,drink,medium,whole
Iced Coffee,"Iced Coffee with Whole Milk, Small",20,1,0.5,0,NA,25,1,0,1,1,20.5,drink,small,whole
Iced Coffee,"Iced Coffee with Whole Milk and Sugar, Large",180,2,1,0,NA,45,38,0,38,3,216,drink,large,whole
Iced Coffee,"Iced Coffee with Whole Milk and Sugar, Medium",130,1.5,1,0,NA,35,28,0,28,2,157,drink,medium,whole
Iced Coffee,"Iced Coffee with Whole Milk and Sugar, Small",90,1,0.5,0,NA,25,19,0,19,1,108.5,drink,small,whole
Iced Coffee,Mocha Swirl Iced Coffee Large,210,1,0,0,0,50,50,2,46,2,254,drink,large,not applicable
Iced Coffee,Mocha Swirl Iced Coffee Medium,160,0.5,0,0,0,35,38,2,34,2,192,drink,medium,not applicable
Iced Coffee,Mocha Swirl Iced Coffee Small,110,0,0,0,0,25,25,1,23,1,132,drink,small,not applicable
Iced Coffee,"Mocha Swirl Iced Coffee with Cream, Large",330,12,7,0,35,90,52,2,47,4,380,drink,large,cream
Iced Coffee,"Mocha Swirl Iced Coffee with Cream, Medium",240,9,5,0,25,65,39,2,35,3,277,drink,medium,cream
Iced Coffee,"Mocha Swirl Iced Coffee with Cream, Small",160,6,3.5,0,20,45,26,1,24,2,185.5,drink,small,cream
Iced Coffee,"Butter Pecan Swirl Iced Coffee with Black, Large",220,0,0,0,0,280,50,0,48,4,264,drink,large,not applicable
Iced Coffee,"Butter Pecan Swirl Iced Coffee with Black, Medium",170,0,0,0,0,210,38,0,36,3,203,drink,medium,not applicable
Iced Coffee,"Butter Pecan Swirl Iced Coffee with Black, Small",110,0,0,0,0,140,25,0,24,2,132,drink,small,not applicable
Iced Coffee,"Butter Pecan Swirl Iced Coffee with Cream, Large",340,12,6,0,35,320,52,0,50,5,391,drink,large,cream
Iced Coffee,"Butter Pecan Swirl Iced Coffee with Cream, Medium",250,9,4.5,0,30,240,39,0,37,4,287.5,drink,medium,cream
Iced Coffee,"Butter Pecan Swirl Iced Coffee with Cream, Small",170,6,3,0,20,160,26,0,25,3,195,drink,small,cream
Iced Latte,"Caramel Craze Signature Iced Latte with Skim Milk, Large",430,6,3.5,0,30,250,79,0,75,16,492.5,drink,large,skim
Iced Latte,"Caramel Craze Signature Iced Latte with Skim Milk, Medium",340,5,3,0,25,190,61,0,57,12,388,drink,medium,skim
Iced Latte,"Caramel Craze Signature Iced Latte with Skim Milk, Small",250,5,3,0,20,130,43,0,40,8,285,drink,small,skim
Iced Latte,"Caramel Craze Signature Iced Latte with Whole Milk, Large",530,17,10,0.5,60,250,79,0,74,15,599,drink,large,whole
Iced Latte,"Caramel Craze Signature Iced Latte with Whole Milk, Medium",410,14,8,0,45,190,61,0,57,11,464,drink,medium,whole
Iced Latte,"Caramel Craze Signature Iced Latte with Whole Milk, Small",300,11,6,0,35,130,43,0,39,8,337,drink,small,whole
Iced Latte,"Caramel Swirl Iced Latte with Skim Milk, Large",350,0,0,0,10,250,71,0,69,15,404,drink,large,skim
Iced Latte,"Caramel Swirl Iced Latte with Skim Milk, Medium",260,0,0,0,10,190,53,0,52,11,301,drink,medium,skim
Iced Latte,"Caramel Swirl Iced Latte with Skim Milk, Small",180,0,0,0,NA,125,36,0,35,8,207,drink,small,skim
Iced Latte,"Caramel Swirl Iced Latte with Whole Milk, Large",450,12,7,0,40,250,70,0,69,14,512,drink,large,whole
Iced Latte,"Caramel Swirl Iced Latte with Whole Milk, Medium",340,9,5,0,30,190,53,0,52,11,386,drink,medium,whole
Iced Latte,"Caramel Swirl Iced Latte with Whole Milk, Small",230,6,3.5,0,20,125,35,0,34,7,260.5,drink,small,whole
Iced Latte,"Cocoa Mocha Signature Iced Latte with Skim Milk, Large",420,6,4,0,25,220,78,2,69,15,478,drink,large,skim
Iced Latte,"Cocoa Mocha Signature Iced Latte with Skim Milk, Medium",330,6,3.5,0,20,160,60,2,52,11,374.5,drink,medium,skim
Iced Latte,"Cocoa Mocha Signature Iced Latte with Skim Milk, Small",250,5,3.5,0,20,115,43,1,36,8,281.5,drink,small,skim
Iced Latte,"Cocoa Mocha Signature Iced Latte with Whole Milk, Large",520,18,11,0.5,55,220,77,2,68,14,585,drink,large,whole
Iced Latte,"Cocoa Mocha Signature Iced Latte with Whole Milk, Medium",400,14,9,0,45,170,60,2,52,10,451,drink,medium,whole
Iced Latte,"Cocoa Mocha Signature Iced Latte with Whole Milk, Small",300,11,7,0,35,115,42,1,36,7,336,drink,small,whole
Iced Latte,"French Vanilla Swirl Iced Latte with Skim Milk, Large",350,0,0,0,10,240,71,0,67,15,402,drink,large,skim
Iced Latte,"French Vanilla Swirl Iced Latte with Skim Milk, Medium",260,0,0,0,10,180,53,0,50,11,299,drink,medium,skim
Iced Latte,"French Vanilla Swirl Iced Latte with Skim Milk, Small",170,0,0,0,NA,120,35,0,33,7,196,drink,small,skim
Iced Latte,"French Vanilla Swirl Iced Latte with Whole Milk, Large",450,12,7,0,40,240,70,0,66,14,509,drink,large,whole
Iced Latte,"French Vanilla Swirl Iced Latte with Whole Milk, Medium",330,9,5,0,30,180,52,0,50,11,374,drink,medium,whole
Iced Latte,"French Vanilla Swirl Iced Latte with Whole Milk, Small",220,6,3.5,0,20,120,35,0,33,7,249.5,drink,small,whole
Iced Latte,"Hazelnut Swirl Iced Latte with Skim Milk, Large",350,0,0,0,10,240,71,0,67,15,402,drink,large,skim
Iced Latte,"Hazelnut Swirl Iced Latte with Skim Milk, Medium",260,0,0,0,10,180,53,0,50,11,299,drink,medium,skim
Iced Latte,"Hazelnut Swirl Iced Latte with Skim Milk, Small",170,0,0,0,NA,120,35,0,33,7,196,drink,small,skim
Iced Latte,"Hazelnut Swirl Iced Latte with Whole Milk, Large",450,12,7,0,40,240,70,0,66,14,509,drink,large,whole
Iced Latte,"Hazelnut Swirl Iced Latte with Whole Milk, Medium",340,9,5,0,30,180,53,0,50,11,384,drink,medium,whole
Iced Latte,"Hazelnut Swirl Iced Latte with Whole Milk, Small",220,6,3.5,0,20,120,35,0,33,7,249.5,drink,small,whole
Iced Latte,"Iced Latte with Almond Milk, Large",130,3.5,0,0,0,260,23,1,20,2,148,drink,large,not applicable
Iced Latte,"Iced Latte with Almond Milk, Medium",100,3,0,0,0,190,17,1,15,1,114,drink,medium,not applicable
Iced Latte,"Iced Latte with Almond Milk, Small",70,2,0,0,0,130,11,0,10,1,79,drink,small,not applicable
Iced Latte,"Iced Latte with Skim Milk, Large",130,0,0,0,NA,180,20,0,18,12,136,drink,large,skim
Iced Latte,"Iced Latte with Skim Milk, Medium",100,0,0,0,NA,135,15,0,14,9,105,drink,medium,skim
Iced Latte,"Iced Latte with Skim Milk, Small",70,0,0,0,NA,90,10,0,9,6,73,drink,small,skim
Iced Latte,"Iced Latte with Skim Milk and Sugar, Large",270,0,0,0,NA,180,54,0,53,12,311,drink,large,skim
Iced Latte,"Iced Latte with Skim Milk and Sugar, Medium",200,0,0,0,NA,135,41,0,40,9,231,drink,medium,skim
Iced Latte,"Iced Latte with Skim Milk and Sugar, Small",130,0,0,0,NA,90,27,0,26,6,150,drink,small,skim
Iced Latte,"Iced Latte with Whole Milk, Large",230,12,7,0,35,180,19,0,18,12,243,drink,large,whole
Iced Latte,"Iced Latte with Whole Milk, Medium",170,9,5,0,25,135,14,0,13,9,179,drink,medium,whole
Iced Latte,"Iced Latte with Whole Milk, Small",120,6,3.5,0,20,90,9,0,9,6,126.5,drink,small,whole
Iced Latte,"Iced Latte with Whole Milk and Sugar, Large",370,12,7,0,35,180,54,0,52,12,417,drink,large,whole
Iced Latte,"Iced Latte with Whole Milk and Sugar, Medium",270,9,5,0,25,135,40,0,39,9,305,drink,medium,whole
Iced Latte,"Iced Latte with Whole Milk and Sugar, Small",180,6,3.5,0,20,90,27,0,26,6,203.5,drink,small,whole
Iced Latte,"Mocha Swirl Iced Latte with Skim Milk, Large",340,1,0.5,0,NA,210,70,2,64,14,390.5,drink,large,skim
Iced Latte,"Mocha Swirl Iced Latte with Skim Milk, Medium",250,1,0.5,0,NA,160,52,2,48,10,288.5,drink,medium,skim
Iced Latte,"Mocha Swirl Iced Latte with Skim Milk, Small",170,0.5,0,0,NA,105,35,1,32,7,195,drink,small,skim
Iced Latte,"Mocha Swirl Iced Latte with Whole Milk, Large",440,13,7,0,35,220,69,2,63,13,497,drink,large,whole
Iced Latte,"Mocha Swirl Iced Latte with Whole Milk, Medium",330,10,6,0,25,160,52,2,47,10,373,drink,medium,whole
Iced Latte,"Mocha Swirl Iced Latte with Whole Milk, Small",220,6,3.5,0,20,110,35,1,32,7,248.5,drink,small,whole
Iced Latte,"Butter Pecan Swirl Iced Latte with Skim Milk, Large",350,0.5,0,0,10,440,70,0,66,16,400,drink,large,skim
Iced Latte,"Butter Pecan Swirl Iced Latte with Skim Milk, Medium",260,0,0,0,NA,330,52,0,50,12,298,drink,medium,skim
Iced Latte,"Butter Pecan Swirl Iced Latte with Skim Milk, Small",170,0,0,0,NA,220,35,0,33,8,195,drink,small,skim
Iced Latte,"Butter Pecan Swirl Iced Latte with Whole Milk, Large",450,12,7,0,40,440,69,0,66,15,508,drink,large,whole
Iced Latte,"Butter Pecan Swirl Iced Latte with Whole Milk, Medium",330,9,5,0,30,330,52,0,49,11,373,drink,medium,whole
Iced Latte,"Butter Pecan Swirl Iced Latte with Whole Milk, Small",220,6,3.5,0,20,220,35,0,33,7,249.5,drink,small,whole
Iced Latte,"Matcha Iced Latte with Skim Milk, Large",240,0,0,0,NA,170,45,2,43,14,269,drink,large,skim
Iced Latte,"Matcha Iced Latte with Skim Milk, Medium",180,0,0,0,NA,125,34,1,32,11,201,drink,medium,skim
Iced Latte,"Matcha Iced Latte with Skim Milk, Small",120,0,0,0,NA,85,23,1,22,7,135,drink,small,skim
Iced Latte,"Matcha Iced Latte with Whole Milk, Large",340,12,7,0,35,170,44,2,43,13,377,drink,large,whole
Iced Latte,"Matcha Iced Latte with Whole Milk, Medium",250,9,5,0,25,130,33,1,32,10,277,drink,medium,whole
Iced Latte,"Matcha Iced Latte with Whole Milk, Small",170,6,3.5,0,20,85,22,1,21,7,187.5,drink,small,whole
Iced Macchiato,"Caramel Swirl Iced Macchiato with Skim Milk, Large",310,0,0,0,10,200,66,0,63,11,362,drink,large,skim
Iced Macchiato,"Caramel Swirl Iced Macchiato with Skim Milk, Medium",240,0,0,0,NA,150,49,0,47,8,279,drink,medium,skim
Iced Macchiato,"Caramel Swirl Iced Macchiato with Skim Milk, Small",160,0,0,0,NA,105,33,0,32,6,186,drink,small,skim
Iced Macchiato,"Caramel Swirl Iced Macchiato with Whole Milk, Large",380,8,4.5,0,30,200,65,0,63,11,436.5,drink,large,whole
Iced Macchiato,"Caramel Swirl Iced Macchiato with Whole Milk, Medium",290,6,3.5,0,20,150,49,0,47,8,332.5,drink,medium,whole
Iced Macchiato,"Caramel Swirl Iced Macchiato with Whole Milk, Small",190,4,2.5,0,15,105,33,0,31,5,218.5,drink,small,whole
Iced Macchiato,"French Vanilla Swirl Iced Macchiato with Skim Milk, Large",310,0,0,0,10,190,65,0,61,11,360,drink,large,skim
Iced Macchiato,"French Vanilla Swirl Iced Macchiato with Skim Milk, Medium",230,0,0,0,NA,150,49,0,46,8,268,drink,medium,skim
Iced Macchiato,"French Vanilla Swirl Iced Macchiato with Skim Milk, Small",160,0,0,0,NA,100,33,0,30,5,185,drink,small,skim
Iced Macchiato,"French Vanilla Swirl Iced Macchiato with Whole Milk, Large",380,8,4.5,0,30,200,65,0,60,10,434.5,drink,large,whole
Iced Macchiato,"French Vanilla Swirl Iced Macchiato with Whole Milk, Medium",280,6,3.5,0,20,150,49,0,45,8,320.5,drink,medium,whole
Iced Macchiato,"French Vanilla Swirl Iced Macchiato with Whole Milk, Small",190,4,2.5,0,15,100,33,0,30,5,217.5,drink,small,whole
Iced Macchiato,"Hazelnut Swirl Iced Macchiato with Skim Milk, Large",310,0,0,0,10,190,65,0,61,11,360,drink,large,skim
Iced Macchiato,"Hazelnut Swirl Iced Macchiato with Skim Milk, Medium",230,0,0,0,NA,150,49,0,46,8,268,drink,medium,skim
Iced Macchiato,"Hazelnut Swirl Iced Macchiato with Skim Milk, Small",160,0,0,0,NA,100,33,0,30,5,185,drink,small,skim
Iced Macchiato,"Hazelnut Swirl Iced Macchiato with Whole Milk, Large",380,8,4.5,0,30,200,65,0,60,10,434.5,drink,large,whole
Iced Macchiato,"Hazelnut Swirl Iced Macchiato with Whole Milk, Medium",280,6,3.5,0,20,150,49,0,45,8,320.5,drink,medium,whole
Iced Macchiato,"Hazelnut Swirl Iced Macchiato with Whole Milk, Small",190,4,2.5,0,15,100,33,0,30,5,217.5,drink,small,whole
Iced Macchiato,"Iced Macchiato with Skim Milk, Large",90,0,0,0,NA,135,14,0,12,8,94,drink,large,skim
Iced Macchiato,"Iced Macchiato with Skim Milk, Medium",70,0,0,0,NA,100,11,0,9,6,73,drink,medium,skim
Iced Macchiato,"Iced Macchiato with Skim Milk, Small",50,0,0,0,0,70,7,0,6,4,52,drink,small,skim
Iced Macchiato,"Iced Macchiato with Skim Milk and Sugar, Large",230,0,0,0,NA,135,49,0,47,8,269,drink,large,skim
Iced Macchiato,"Iced Macchiato with Skim Milk and Sugar, Medium",170,0,0,0,NA,100,37,0,35,6,199,drink,medium,skim
Iced Macchiato,"Iced Macchiato with Skim Milk and Sugar, Small",120,0,0,0,0,70,25,0,23,4,139,drink,small,skim
Iced Macchiato,"Iced Macchiato with Whole Milk, Large",160,8,4.5,0,25,135,14,0,12,8,168.5,drink,large,whole
Iced Macchiato,"Iced Macchiato with Whole Milk, Medium",120,6,3.5,0,20,105,10,0,9,6,126.5,drink,medium,whole
Iced Macchiato,"Iced Macchiato with Whole Milk, Small",80,4,2.5,0,10,70,7,0,6,4,84.5,drink,small,whole
Iced Macchiato,"Iced Macchiato with Whole Milk and Sugar, Large",290,8,4.5,0,25,140,49,0,46,8,332.5,drink,large,whole
Iced Macchiato,"Iced Macchiato with Whole Milk and Sugar, Medium",220,6,3.5,0,20,105,37,0,35,6,252.5,drink,medium,whole
Iced Macchiato,"Iced Macchiato with Whole Milk and Sugar, Small",150,4,2.5,0,10,70,25,0,23,4,171.5,drink,small,whole
Iced Macchiato,"Mocha Swirl Iced Macchiato with Skim Milk, Large",300,1,0.5,0,NA,160,65,2,58,10,348.5,drink,large,skim
Iced Macchiato,"Mocha Swirl Iced Macchiato with Skim Milk, Medium",230,1,0.5,0,NA,125,49,2,43,7,266.5,drink,medium,skim
Iced Macchiato,"Mocha Swirl Iced Macchiato with Skim Milk, Small",150,0.5,0,0,0,85,33,1,29,5,174,drink,small,skim
Iced Macchiato,"Mocha Swirl Iced Macchiato with Whole Milk, Large",370,9,5,0,25,170,64,2,57,9,423,drink,large,whole
Iced Macchiato,"Mocha Swirl Iced Macchiato with Whole Milk, Medium",280,7,4,0,20,125,48,2,43,7,320,drink,medium,whole
Iced Macchiato,"Mocha Swirl Iced Macchiato with Whole Milk, Small",180,4.5,2.5,0,10,85,32,1,29,5,206.5,drink,small,whole
Iced Macchiato,"Butter Pecan Swirl Iced Macchiato with Skim Milk, Large",310,0,0,0,NA,390,64,0,60,12,358,drink,large,skim
Iced Macchiato,"Butter Pecan Swirl Iced Macchiato with Skim Milk, Medium",230,0,0,0,NA,290,48,0,45,9,266,drink,medium,skim
Iced Macchiato,"Butter Pecan Swirl Iced Macchiato with Skim Milk, Small",160,0,0,0,NA,200,33,0,30,6,184,drink,small,skim
Iced Macchiato,"Butter Pecan Swirl Iced Macchiato with Whole Milk, Large",380,8,4.5,0,25,390,64,0,60,11,433.5,drink,large,whole
Iced Macchiato,"Butter Pecan Swirl Iced Macchiato with Whole Milk, Medium",280,6,3.5,0,20,300,48,0,45,8,320.5,drink,medium,whole
Iced Macchiato,"Butter Pecan Swirl Iced Macchiato with Whole Milk, Small",190,4,2.5,0,15,200,32,0,30,6,216.5,drink,small,whole
Iced Tea,"Iced Green Tea Sweetened, Large",140,0,0,0,0,15,33,0,22,1,161,drink,large,not applicable
Iced Tea,"Iced Green Tea Sweetened, Medium",100,0,0,0,0,10,25,0,25,1,124,drink,medium,not applicable
Iced Tea,"Iced Green Tea Sweetened, Small",70,0,0,0,0,10,16,0,16,1,85,drink,small,not applicable
Iced Tea,"Iced Green Tea Unsweetened, Large",5,0,0,0,0,15,0,0,0,1,4,drink,large,not applicable
Iced Tea,"Iced Green Tea Unsweetened, Medium",5,0,0,0,0,10,0,0,0,1,4,drink,medium,not applicable
Iced Tea,"Iced Green Tea Unsweetened, Small",5,0,0,0,0,10,0,0,0,1,4,drink,small,not applicable
Iced Tea,"Iced Tea Sweetened, Large",140,0,0,0,0,25,35,0,33,0,173,drink,large,not applicable
Iced Tea,"Iced Tea Sweetened, Medium",100,0,0,0,0,20,26,0,25,0,125,drink,medium,not applicable
